,amazon_title,amazon_author,amazon_rating,amazon_reviews count,amazon_isbn-10,amazon_price
14754,The Rule Breakers,by Preeti Shenoy,4.3,142.0,9387578674,222.0
14755,The Rule Breakers,by Preeti Shenoy,4.3,142.0,9387578674,222.0
14756,"RHS Practical House Plant Book: Choose The Best, Display Creatively, Nurture...",by Zia Allaway - Import,5.0,1.0,0241317592,809.0
14758,Everybody Loves a Good Drought,by P. Sainath,4.5,87.0,0140259848,375.0
14759,Arthashastra,by Kautilya,4.3,117.0,0140446036,495.0
14760,India Since Independence,by Bipan Chandra,4.2,393.0,0143104098,390.0
14761,Empress: The Astonishing Reign of Nur Jahan,by Ruby Lal,4.5,10.0,067009062X,389.0
14762,The Ministry of Utmost Happiness,by Arundhati Roy,3.9,504.0,067008963X,288.0
14763,The Indian Legal Profession in the Age of Globalization: The Rise of the Corporate...,by David B. Wilkins,,,1108444873,858.0
14765,Bad Blood: Secrets and Lies in a Silicon Valley Startup,by John Carreyrou,4.8,36.0,1509868070,545.0
14766,The Tipping Point: How Little Things Can Make a Big Difference,by Malcolm Gladwell,4.1,126.0,0349113467,160.0
14767,The White Tiger: Booker Prize Winner 2008,by Aravind Adiga,4.1,263.0,8172238479,211.0
14768,Early Indians: The Story of Our Ancestors and Where We Came From,by Tony Joseph,3.7,48.0,938622898X,514.0
14769,Fierce Fairytales: & Other Stories to Stir Your Soul,by Nikita Gill,4.7,9.0,1409181596,357.0
14770,7 Secrets of Shiva,by Devdutt Pattanaik,4.3,397.0,9386224046,244.0
14771,The Most Dangerous Duke in London (Decadent Dukes Society Book 1),by Madeline Hunter,3.0,1.0,B01LJKQGAM,136.0
14772,Unruly Waters,by Sunil Amrith,,,0241247055,498.0
14773,Sense and Sensibility,by Jane Austen,4.2,94.0,8193387651,88.0
14774,Eleven Minutes,by Paulo Coelho,4.2,234.0,8172235631,167.0
14775,From Plassey To Partition and After,by Sekhar Bandyopadhyay,4.3,211.0,8125057234,260.0
14776,RSS: A View to the Inside,by Walter Andersen,4.1,34.0,0670089141,420.0
14777,Mein Kampf,by Adolf Hitler - Illustrated,4.0,483.0,817224164X,189.0
14778,My Story,by Kamala Das,4.5,42.0,8172238975,178.0
14779,The Practicing Mind,by Thomas M. Sterner,4.3,22.0,9386867109,195.0
14780,A Wrinkle in Time (A Puffin Book),by Madeleine L'Engle,4.4,38.0,0141354933,223.0
14781,The Leader Who Had No Title,by Robin Sharma,4.4,393.0,8184951191,189.0
14782,Mla Handbook for Writers of Research Papers,by Mla,4.1,31.0,817671061X,185.0
14783,The 3 Mistakes of My Life,by Chetan Bhagat,4.3,615.0,8129135515,101.0
14785,Your Dreams Are Mine Now,by Ravinder Singh,4.1,750.0,0143423002,179.0
14786,Polite Society,by Mahesh Rao,3.5,2.0,0670091006,479.0
14787,10 Judgements That Changed India,by Zia Mody,4.3,110.0,0670086622,320.0
14788,A Feast of Vultures: The Hidden Business of Democracy in India,by Josy Joseph,4.5,254.0,9350297515,522.0
14789,Koi Good News? (City Plans),by Zarreen Khan - Import,4.6,36.0,9352779053,132.0
14790,Dissenting Diagnosis,by Arun Gadre,4.3,92.0,8184007019,227.0
14792,Small Acts of Freedom,by Gurmehar Kaur,3.0,64.0,0143442317,218.0
14793,"The Free Voice: On Democracy, Culture and the Nation",by Ravish Kumar,4.4,319.0,9387164780,359.0
14794,Sophie's World (20th Anniversary Edition),by Jostein Gaarder,4.5,55.0,1474602282,421.0
14795,Kashmirnama,by Ashok Kumar Pandey,4.9,27.0,9386534452,465.0
14796,I Do What I Do,by Raghuram G. Rajan,4.3,313.0,9352770145,363.0
14797,How to Maximize Your Potential (Management Sutras Book 1),by Devdutt Pattanaik,4.2,54.0,B01N43OJXN,10.0
14798,Leaders Eat Last (With a New Chapter),by Simon Sinek,4.6,22.0,0670923176,419.0
14799,Subscribed: Why the Subscription Model Will Be Your Company’s Future―and What...,by Tien Tzuo,4.3,9.0,0241363667,664.0
14800,Mass Communication in India,by Keval J. Kumar,4.4,68.0,8172243731,150.0
14801,Practice of Brahmacharya,by Swami Sivananda,4.6,21.0,8170520673,200.0
14802,The Boy Who Loved,by Durjoy Datta,4.5,1366.0,0143426575,120.0
14803,India Moving: A History of Migration,by Chinmay Tumbe - Import,4.9,18.0,0670089834,389.0
14804,The Art of Dealing with People,by Les Giblin,4.1,162.0,8188452009,63.0
14805,Untouchable,by Mulk Raj Anand,4.4,78.0,0143027808,170.0
14806,Effortless Weight Loss - English,by Dr. Jagannath Dixit,4.6,18.0,9385266942,143.0
14807,Introducing Body Language: A Practical Guide (Introducing...),by Glenn D. Wilson,2.0,1.0,B00KFEJNOA,250.0
14808,Minuscules : when less is more…,by Priyanka Bhatt,4.3,79.0,1644292793,155.0
14809,The History of India for Children - Vol. 1,by Archana Garodia Gupta,4.1,17.0,9350098458,258.0
14810,Twenty-Nine Going On Thirty,by Andaleeb Wajid - Import,4.1,18.0,0143441183,135.0
14811,Cyber Infomedia Cyber Law & Cyber Crimes Simplified,by Cyber Infomedia,,,B072P5ZQ23,200.0
14812,Letters from a Father to his Daughter,by Jawaharlal Nehru,4.4,137.0,0670058165,280.0
14813,Eating Wasps,by Anita Nair,4.6,13.0,9387578720,371.0
14814,Amaravati Kathalu,by Satyam Sankaramanchi,4.6,63.0,B01EFVKNY2,222.0
14815,Our Story Needs No Filter,by Sudeep Nagarkar,4.7,815.0,8184007442,115.0
14816,The Black Box Society,by Frank Pasquale,4.2,29.0,0674970845,693.0
14817,10 Ways to Motivate Yourself: Change Your Life Forever,by Steve Chandler,4.3,532.0,B01LYV5C57,10.0
14818,The Wonder That Was India: 1,by A.L. Basham,4.5,163.0,033043909X,518.0
14819,Dear Ijeawele or a Feminist Manifesto in Fifteen Suggestions,by Chimamanda Ngozi Adichie,4.6,36.0,0008253293,156.0
14820,A Short History of Nearly Everything (Re-issue) (Bryson),by Bill Bryson,4.6,141.0,1784161853,494.0
14821,Indian Muslims,by Mohammad Mujeeb,5.0,1.0,8121500273,800.0
14822,The Boys Who Fought: The Mahabharata for Children,by Devdutt Pattanaik,4.6,38.0,0143441612,129.0
14823,"The Argumentative Indian: Writings on Indian History, Culture and Identity",by Amartya Sen,4.0,134.0,0141012110,293.0
14824,ESO11-The Study of Society (IGNOU help book for ESO-11 in Hindi Medium ),,3.0,2.0,B00KL8YBCE,115.0
14825,ESO11-The Study of Society (IGNOU help book for ESO-11 in English Medium),,4.2,4.0,B00JHW0XP4,199.0
14826,The One from the Stars,by Keshav Aneel,4.7,449.0,9380349726,88.0
14827,How your Personality Makes or Breaks your Child - A Self Assessment Guide for...,by Dr. Chayanika Singh,4.3,22.0,8178063344,166.0
14828,Introducing Economics: A Graphic Guide (Introducing...),by David Orrell,3.5,12.0,B00KFEK07O,145.0
14829,We Should All Be Feminists,by Chimamanda Ngozi Adichie - Import,4.3,72.0,0008115273,141.0
14830,Veronika Decides to Die,by Paulo Coelho,4.4,203.0,8172235437,209.0
14831,The Tao of Physics,by Fritjof Capra,4.5,41.0,0007272928,375.0
14832,Heroes,by Stephen Fry,5.0,1.0,0241380375,569.0
14833,Breaking India: Western Interventions in Dravidian and Dalit Faultlines,by Rajiv Malhotra,4.7,285.0,8191067374,791.0
14834,Breaking India: Western Interventions in Dravidian and Dalit Faultlines,by Rajiv Malhotra,4.7,285.0,8191067374,791.0
14835,The Success Sutra: An Indian Approach to Wealth,by Devdutt Pattanaik,4.1,40.0,B014VYTSK8,192.0
14836,2 Day Down,by Dr. Nikita Lalwani,4.3,151.0,9387390446,69.0
14837,Autobiography of a Yogi (Telugu),by Paramahansa Yogananda,4.7,115.0,8189955357,150.0
14838,Into the Wild (Picador Classic),by Jon Krakauer,4.5,114.0,0330351699,248.0
14839,Mrs. Dalloway,by Virginia Woolf,4.2,33.0,8175994215,99.0
14840,Conversations with Friends,by Sally Rooney - Import,5.0,3.0,0571333133,499.0
14841,Forge your Future,by A.P.J. Abdul Kalam,4.6,412.0,9350642794,160.0
14842,Thomas Jefferson's Qur'an,by Denise Spellberg,5.0,1.0,0307388395,539.0
14843,BYE-LAWS OF CO-OPERATIVE HOUSING SOCIETIES [MARATHI],by Current's,4.0,1.0,B07DVJKJBG,295.0
14844,The Personal MBA: A World-Class Business Education in a Single Volume,by Josh Kaufman,4.4,99.0,0670919535,507.0
14846,Until Love Sets Us Apart: To Love with Love,by Aditya Nighhot,4.5,180.0,9388144252,139.0
14847,The Tibetan Book Of Living And Dying: A Spiritual Classic from One of the Foremost...,by Sogyal Rinpoche,4.5,55.0,1846041058,341.0
14848,"MGPE13 Civil Society, Political Regimes and Conflict IGNOU Help book guide by...",by Expert Panel of Neeraj Publications,,,B07G5JBY76,200.0
14849,Merchants of Truth: Inside the News Revolution,by Jill Abramson - Import,,,1847923798,718.0
14850,Gujarat Files: Anatomy of a Cover Up,by Rana Ayyub,4.4,1081.0,1943438889,257.0
14851,Brave New World,by Aldous Huxley,4.1,62.0,0099477467,320.0
14852,Who were the Shudras how they came to be the fourth varna in the Indo-Aryan society,by b r ambedkar,4.7,67.0,9380688903,399.0
14853,This Love that Feels Right…,by Ravinder Singh,3.9,408.0,0143423029,169.0
14854,Introducing Marx: A Graphic Guide (Introducing...),by Rius,5.0,1.0,B0105VXJTC,172.0
14855,A Murder on Malabar Hill,by Sujata Massey,4.3,21.0,0143428233,299.0
14856,The Hidden Children: The Lost Grimoire,by Reshma K. Barshikar,4.6,28.0,9353216206,242.0
14857,"Immortal India: Young Country, Timeless Civilisation, Non-Fiction, Amish explores...",by Amish Tripathi,4.2,216.0,8193432002,159.0
14858,How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your...,by Aditi Singhal,4.4,147.0,8184005210,255.0
14861,Stories for Kids Who Dare to Be Different,by Ben Brooks,5.0,1.0,1787476529,775.0
14863,Still Me,by Jojo Moyes,3.8,12.0,0718183193,410.0
14864,The Evolution Of Gods : The Scientific Origin Of Divinity And Religion,by Ajay Kansal - Illustrated,4.3,68.0,9350294389,225.0
14865,Ants among Elephants: An Untouchable Family and the Making of Modern India,by Sujatha Gidla,4.2,35.0,935277423X,358.0
14866,Think and Grow Rich: Original Version,by Napoleon Hill,4.6,3615.0,9562913244,529.0
14867,"Progressive Muslims: On Justice, Gender and Pluralism",by Omid Safi,4.4,3.0,185168316X,380.0
14868,Lok Vyavhar (Hindi),by Dale Carnegie,4.6,526.0,8183227422,115.0
14869,Asamarthuni Jeeva Yaatra,by Gopichand,4.3,60.0,8182940761,99.0
14870,Meri Priya Kahaniyaan,by Amrita Pritam,4.3,39.0,9350641933,116.0
14871,Bhagavad Gita Made Very Easy: Read & Understand Complete Bhagavad Gita in Short...,by Kishan Barai,4.3,107.0,B01LW997GO,99.0
14873,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and...,by Robert T. Kiyosaki,4.5,3581.0,1612680178,260.0
14874,Rag Darbari,by Shrilal Shukla,4.5,141.0,8126713968,200.0
14875,Sense And Solidarity - Jholawala Economics for Everyone,,4.5,17.0,817824523X,356.0
14877,Autobiography of a Yogi (Complete Hindi Edition),by Paramahansa Yogananda,4.8,395.0,8190256211,161.0
14878,ESO-5/15 Society & Religion in Hindi Medium,by Kanchan Verma,,,9381690103,130.0
14879,The Boy with a Broken Heart,by Durjoy Datta - Import,4.6,423.0,0143426583,149.0
14880,"MGPE13 Civil Society, Political Regimes and Conflict(IGNOU Help book in MGPE-...",by GPH Panel of Experts,,,9385533347,120.0
14881,The Book of Woman,by Osho,4.5,111.0,0143420615,260.0
14882,Roll of the Dice: Duryodhana’s Mahabharata (Ajaya Book 1),by Anand Neelakantan,4.2,345.0,9381576033,319.0
14883,Anarth,by Dr. Vir Singh,4.5,2.0,8193523601,250.0
14885,The Order of Time,by Carlo Rovelli,4.9,18.0,0241292522,550.0
14886,The Nameless Relationship,by Preeti Shenoy,3.4,260.0,B079NV6CZF,26.0
14887,Why Men Don't Listen and Women Can't Read Maps,by Allan Pease,4.4,25.0,8186775080,248.0
14888,Death under the Deodars,by Ruskin Bond - Import,4.4,82.0,0143333674,149.0
14890,"Tamil Characters: Personalities, Politics, Culture",by A. R. Venkatachalapathy,,,9386215608,339.0
14891,Wonder Woman: Warbringer (DC Icons series) (Dc Icons 1),by Leigh Bardugo,4.6,23.0,0141387378,295.0
14892,My Book of Values: Being Honest is Cool,by Sonia Mehta,5.0,1.0,0143440500,138.0
14893,The Feminism Book: Big Ideas Simply Explained,by DK - Import,,,0241350379,749.0
14894,The Little Book of Hindu Deities: From the Goddess of Wealth to the Sacred Cow,by Sanjay Patel,4.6,21.0,0452287758,399.0
14895,281 and Beyond,by VVS Laxman,4.6,23.0,9387578771,411.0
14896,Eleven Gods and a Billion Indians: The On and Off the Field Story of Cricket...,by Boria Majumdar - Import,4.4,24.0,9386797186,373.0
14897,A Century is not Enough: My Roller-coaster Ride to Success,by Sourav Ganguly - Illustrated,4.6,324.0,9386228564,434.0
14898,Faster than Lightning My Story,by Usain Bolt,4.6,91.0,0008154201,218.0
14899,Playing It My Way,by Sachin Tendulkar - Abridged,4.5,2065.0,1473605172,419.0
14900,Barefoot to Boots: The Many Lives of Indian Football,by Novy Kapadia,4.9,12.0,0143426419,274.0
14901,Dipa Karmakar: The Small Wonder (India's First Ever Female Gymnast to Compete...,by Bishweshwar Nandi,4.7,4.0,9388369505,349.0
14902,The Complete Indian Sports Quiz Book,by Vijayan Bala,4.0,5.0,9351941450,396.0
14903,"Endure: Mind, Body and the Curiously Elastic Limits of Human Performance",by Alex Hutchinson,4.6,5.0,0008277060,434.0
14904,Women in Sports (Women in Science),by Rachel Ignotofsky,5.0,1.0,1607749785,375.0
14905,A Corner of a Foreign Field: The Indian History of a British Sport,by Ramachandra Guha,4.5,16.0,0143427687,390.0
14906,Relentless: From Good to Great to Unstoppable,by Tim S. Grover,4.4,51.0,1476714207,399.0
14908,The Dhoni Touch: Unravelling the Enigma That Is Mahendra Singh Dhoni,by Bharat Sundaresan,4.6,87.0,0143440063,174.0
14909,India Unlimited Book 4: The Sports Quiz Book,by Kunal Savarkar,5.0,2.0,9386106469,138.0
14910,The Sports Book (Dk),by DK,4.0,9.0,1409335089,903.0
14911,Alex Ferguson: My Autobiography,by Alex Ferguson,4.7,81.0,034091940X,492.0
14912,The Winning Way 2.0: Learnings From Sport for Managers,by Anita Bhogle,4.2,86.0,938622478X,219.0
14913,Yoga Anatomy,by Leslie Kaminoff,4.7,24.0,1450400248,945.0
14914,I Am Zlatan Ibrahimovic,by Zlatan Ibrahimovic,4.8,51.0,0241966833,374.0
14915,Shoe Dog: A Memoir by the Creator of NIKE,by Phil Knight,4.6,377.0,1471146723,350.0
14916,Children's Book of Sport (Dk),by DK,4.5,2.0,1405368500,434.0
14917,AB de Villiers - The Autobiography,by A B de Villiers,4.6,227.0,1509842764,565.0
14918,Peppa Pig: Sports Day - Read it yourself with Ladybird: Level 2,by NA,4.5,24.0,0723273170,111.0
14919,Federer,by Chris Bowers,4.0,16.0,9381506841,326.0
14920,The Illustrated History of Football,by David Squires,4.7,9.0,1780895585,531.0
14921,Open: An Autobiography,by Andre Agassi,4.7,160.0,0007416792,311.0
14922,Bobby Fischer Teaches Chess,by Bobby Fischer,3.7,85.0,0553263153,350.0
14923,Unbreakable,by Mary Kom,4.6,158.0,9351160092,145.0
14924,Cricket Stars,by Pegasus Team - Import,4.3,18.0,8131937135,142.0
14925,Ronaldo - 2018 Updated Edition: The Obsession For Perfection (Luca Caioli),by Luca Caioli,5.0,9.0,1785782312,359.0
14926,Winning Like Virat: Think and Succeed like Kohli,by Abhirup Bhattacharya - Import,4.1,34.0,8129146061,195.0
14927,It's Not About The Bike: My Journey Back to Life,by Lance Armstrong,4.3,34.0,0224060872,341.0
14928,"Messi, Neymar, Ronaldo - 2017",by Luca Caioli,4.1,11.0,1785781111,291.0
14929,Rafa: My Story,by Rafael Nadal - International Edition,4.6,64.0,0751547735,552.0
14930,Democracy's XI: The Great Indian Cricket Story,by Rajdeep Sardesai,2.4,63.0,9386228483,458.0
14931,Yuvraj singh The Test Of My Life,by Yuvraj Singh - Illustrated,4.7,212.0,818400298X,320.0
14932,"The Champion's Mind: How Great Athletes Think, Train, and Thrive",by Jim Afremow,5.0,12.0,1623365627,923.0
14933,Leading,by Alex Ferguson,4.4,58.0,147362164X,421.0
14934,The Illustrated History of Football World Cup 1930-2018: Collector's Edition,by Christopher Fritz,4.6,41.0,9387779254,537.0
14935,A Shot at History: My Obsessive Journey to Olympic Gold and Beyond,by Abhinav Bindra,4.8,64.0,9352645758,315.0
14936,Unstoppable: My Life So Far,by Maria Sharapova,4.8,23.0,1846149843,430.0
14937,Imperfect,by Sanjay Manjrekar - Import,4.4,92.0,9352774515,433.0
14938,HBR’s 10 Must Reads on Leadership Lessons from Sports (Featuring interviews with...,by Harvard Business Review,,,1633694348,583.0
14940,Messi: A Biography,by Leonardo Faccio,4.4,5.0,0345802691,397.0
14941,Rules of Games and Sports - 2018,by Dr. Kalpana Sharma,4.0,1.0,817524996X,230.0
14942,"Let's Colour Copy Colouring Pack: Set of 8 books (Transport, Professions, Pets...",by Wonder House Books Editorial,4.6,3.0,9388144058,299.0
14944,My Olympic Journey: 50 of India's Leading Sportspersons on the Biggest Test of...,by Digvijay Singh Deo,4.2,11.0,014342663X,275.0
14945,Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B...,by Umesh Kr. Ahlawat,4.2,6.0,8175249714,434.0
14946,No Shortcuts to the Top: Climbing the World's 14 Highest Peaks,by Ed Viesturs,4.2,24.0,0767924711,490.0
14947,Match of the Day Annual 2018 (Annuals),by Various,5.0,4.0,1785942050,274.0
14948,THE WINNING WAY:LEARNINGS FROM SPORT MANAGERS: Learning from Sport for Managers: 1,by Anita Bhogle^Harsha Bhogle,4.2,86.0,938065832X,250.0
14949,Spot Plays Football,by Eric Hill,5.0,1.0,0241327059,179.0
14950,Yoga for Sports: A Journey Towards Health and Healing: 1,by BKS Iyengar,4.5,17.0,9385152580,989.0
14951,The Big Switch: It's never too late,by John Thomas,4.4,570.0,B0776ZJGNR,49.0
14952,Yuvraj Singh: Powerful Elegance,by Ayaz Memon - Import,4.1,9.0,818495526X,61.0
14953,The Race of My Life: An Autobiography,by Rakeysh Omprakash Mehra,4.4,65.0,8129129108,137.0
14954,Living on the Volcano: The Secrets of Surviving as a Football Manager,by Michael Calvin,4.0,2.0,0099598655,324.0
14955,Peppa Pig: Sports Day Activity Book – Ladybird Readers Level 2,by LADYBIRD,5.0,2.0,0241262267,74.0
14956,No Spin: My Autobiography,by Shane Warne,3.8,14.0,1785037714,559.0
14958,The Greatest: My Own Story,by Muhammad Ali,4.3,9.0,1631680498,992.0
14959,"The Sports Gene: Talent, Practice and the Truth About Success",by David Epstein,3.7,3.0,022409162X,324.0
14960,Quidditch Through the Ages (Hogwarts Library book Book 2),by J.K. Rowling,4.5,71.0,B01F3ET2SS,199.0
14961,"Quiet Genius: Bob Paisley, British football’s greatest manager SHORTLISTED FOR...",by Ian Herbert - Import,4.4,5.0,1472937333,296.0
14962,M S Dhoni: Captain Cool,by Ayaz Memon - Import,4.3,31.0,8184955235,110.0
14963,Jonathan Livingston Seagull: A Story,by Richard Bach - Illustrated,4.6,336.0,817223578X,129.0
14964,KP: My Autobiography,by Kevin Pietersen,4.1,35.0,0751557579,473.0
14965,"How to Win at the Sport of Business: If I Can Do It, You Can Do It",by Mark Cuban,3.7,11.0,1626810915,705.0
14966,Mossad,by Michael Bar-Zohar - Import,4.6,637.0,8184958455,340.0
14967,Sports Training,by Prof. V. Satyanarayana,4.0,1.0,8178799790,220.0
14968,The Queen of Katwe: One Girl's Triumphant Path to Becoming a Chess Champion,by Tim Crothers,5.0,1.0,145165782X,591.0
14969,The Manager: Inside the Minds of Football's Leaders,by Mike Carson,4.8,9.0,1408843501,749.0
14970,Michael Jordan,by Roland Lazenby,5.0,2.0,031619476X,949.0
14971,"MSD: The Man, The Leader",by Biswadeep Ghosh - Unabridged,4.4,46.0,8129135817,272.0
14972,Outstanding Sportsman's Biography: Steffi Graf,by Ileen Bear - Import,,,9387513270,146.0
14973,"The Men's Health Big Book of Exercises: Four Weeks to a Leaner, Stronger, More...",by Adam Campbell MS  CSCS,4.4,12.0,1623368413,606.0
14974,"Sports Medicine, Physiotherapy and Rehabilitation",by Dr. Abhay N. Buchha,5.0,1.0,8178799812,220.0
14975,Eiger Dreams: Ventures Among Men and Mountains,by Jon Krakauer,3.8,11.0,0330370006,319.0
14977,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,4.1,4651.0,9385152149,240.0
14978,Savage Summit: The Life and Death of the First Women of K2,by Jennifer Jordan - Import,5.0,1.0,0060587164,308.0
14979,Ace against Odds,by Sania Mirza,4.1,68.0,9351362639,290.0
14980,Health Education and Sports Nutrition (M.P.Ed. New Syllabus) (Hindi),by Dr. S. Narayan murthy,,,B07C1PDDPW,280.0
14981,Michael Jordan (Legends in Sports),by Matt Christopher,4.7,75.0,0316023809,236.0
14982,Sir Matt Busby: The Man Who Made a Football Club,by Patrick Barclay,,,1785032089,259.0
14983,A Textbook Of Sports & Exercise Physiology,by Kumar Dey,1.0,1.0,9350258730,618.0
14984,Sports Nutrition: Maximizing Performance: A Condensed Guide on How Nutrients...,by Meg FitzGerald Heithcock,4.0,1.0,098859319X,716.0
14985,Tiger Woods: Shortlisted for the William Hill Sports Book of the Year 2018,by Jeff Benedict,4.5,2.0,B0791LQW14,327.0
14986,"Born to Run: The hidden tribe, the ultra-runners, and the greatest race the world...",by Christopher McDougall,4.6,150.0,1861978774,459.0
14987,Sport Nutrition for Coaches,by Leslie Bonci - Import,4.5,11.0,0736069178,759.0
14988,"The Men's Health Diet: 27 Days to Sculpted Abs, Maximum Muscle & Superhuman Sex!",by Stephen Perrine,4.2,4.0,1609619919,432.0
14989,"Sports Medicine, Physiotherapy and Rehabilitation (Khel Chikitsa Physiotheraphy...",by Dr. Jitender Thakur,,,B0771N8WC6,200.0
14990,The Illustrated History of Football - Book 2 (Hall of Fame),by David Squires,5.0,3.0,1780895593,495.0
14992,The Fire Burns Blue: A History of Women's Cricket in India,by Sidhanta Patnaik,4.5,2.0,9387894436,527.0
14993,Zen And The Art Of Motorcycle Maintenance: 40th Anniversary Edition,by Robert Pirsig - Special Edition,4.2,59.0,0099598167,338.0
14994,Surya Namaskar,by Satyananda Saraswati,4.7,38.0,8185787352,178.0
14995,El Diego: The Autobiography of the World's Greatest Footballer,by Diego Armando Maradona,4.4,8.0,0224071904,390.0
14996,Shaareerik shiksha Aur Khelkud Mein Vyavharik Saankhyikee / Applied Statistics...,by Kusumlata,,,B07LGFG912,220.0
14997,Sports Management (khel prabandhan) (B.P.Ed. New Syllabus) (Hindi),by Based on B.P.Ed. Syllabus according to NCTE New Syllabus,,,B0776CL9F7,200.0
14998,Outstanding Sportsman's Biography: Usain Bolt,by Nevaeh Melancon - Import,,,9387513181,146.0
15000,Messi 2018 (Luca Caioli),by Luca Caioli,5.0,7.0,1785782304,399.0
15001,A Sport and a Pastime: Picador Classic,by James Salter,5.0,1.0,150982331X,450.0
15002,DK Biography: Pele: A Photographic Story of a Life,by James Buckley Jr.,4.8,21.0,075662987X,299.0
15003,B.P.ED. NEW SYLLYBUS. Sports Psychology and Sociology,by Prof. V. Satyanarayana,4.0,1.0,B0771LNHH6,220.0
15004,Nancy Clark's Sports Nutrition Guidebook,by Nancy Clark - Import,4.4,201.0,0736074155,875.0
15006,Sport Stars,by Pegasus Team - Import,5.0,1.0,8131937143,141.0
15007,"The Everything Kids' Soccer Book: Rules, Techniques, and More About Your Favorite...",by Deborah W Crisfield,4.4,110.0,1440586888,646.0
15008,Sport Bikes (Gearhead Garage),by Peter Bodensteiner,,,1680722611,98.0
15009,Bounce: The Myth of Talent and the Power of Practice,by Matthew Syed,4.4,18.0,0007350546,275.0
15010,A Gift of Passion: Wrapped In Run,by Hemanta Pati,5.0,7.0,9387502147,199.0
15011,Stars of World Soccer (World Soccer Legends),by Illugi Jokulsson,4.7,30.0,0789212390,639.0
15012,Sports Psychology (M.P.Ed. New Syllabus) (Hindi),by Dr. Khailash Kotikrao Pawar,,,B07CBS1JKY,280.0
15013,The Little Book of Talent,by Daniel Coyle,4.6,19.0,1847946798,319.0
15014,Shinrin-Yoku: The Art and Science of Forest Bathing,by Dr Qing Li,5.0,2.0,0241346959,389.0
15015,BMA Bad Back Book: 2nd Edition Fully Revised and Updated,by DK - Import,5.0,4.0,0241317894,364.0
15017,The Karate Mouse: 40 (Geronimo Stilton),by Geronimo Stilton,4.4,86.0,054510369X,251.0
15018,The Zoya Factor,by Anuja Chauhan,4.1,62.0,9385724835,227.0
15019,The Ultimate Sports Quiz Book,by Derek O'Brien,2.0,1.0,014302969X,225.0
15020,Football School: The Amazing Quiz Book,by Alex Bellos,5.0,1.0,1406379581,269.0
15021,Sports Journalism And Mass Media (New Syllabus),by Dr. Hoshiyar Singh,,,817524898X,250.0
15022,Into Thin Air: A Personal Account of the Everest Disaster,by Jon Krakauer,4.7,117.0,1447200187,359.0
15023,"History, Principles & Foundation of Physical Education (in Hindi)",by Jang Bahadur,,,8178799049,180.0
15024,HBR's 10 Must Reads: On Managing People (Harvard Business Review Must Reads),by HBR,4.7,11.0,1422158012,555.0
15025,Sports Management (B.P.Ed. New Syllabus),by Maheep Prof. V. Satyanarayana,,,B07C1QP2FL,220.0
15026,The Motorcycle Diaries,by Ernesto 'Che' Guevara,4.5,204.0,0007272901,218.0
15027,Little Artist Series Sports: Copy Colour Books,by Wonder House Books Editorial,,,9387779971,49.0
15028,Indian Sports Conversations and Reflections,by Vijayan Bala - Import,,,9387456749,299.0
15029,Sporting Times: 175 Years,by Times Group,4.3,3.0,9382299408,500.0
15030,Let Me Love You (Australian Sports Star Series Book 2),by Iris Blobel,3.1,5.0,B00RQRKAXM,233.0
15031,250 Days: Cantona’s Kung Fu and the Making of Man U,by Daniel Storey - Import,,,0008320497,806.0
15032,How to Build a Car: The Autobiography of the World’s Greatest Formula 1 Designer,by Adrian Newey,4.6,18.0,000819680X,899.0
15033,Free Hit: The Story of Women's Cricket in India,by Suprita Das,5.0,1.0,9353024552,311.0
15034,Red Card,by Kautuk Srivastava,4.8,12.0,0143441957,185.0
15035,Harper's Bazaar India - Jan-Feb 2019,by Living Media India Limited,,,B07MHLC82K,200.0
15036,Guts & Glory,by Makarand Waingankar - Import,,,8184956142,104.0
15037,Cricket: 1 (Sports),by Pegasus,4.2,3.0,8131913473,86.0
15039,Us Against You: From The New York Times Bestselling Author of A Man Called Ove...,by Fredrik Backman,4.7,8.0,0718186605,494.0
15040,Us Against You: From The New York Times Bestselling Author of A Man Called Ove...,by Fredrik Backman,4.7,8.0,0718186605,494.0
15041,Black Box Thinking: Psychology,by Matthew Syed,4.4,26.0,1473613809,377.0
15042,Geronimo and the Gold Medal Mystery: 33 (Geronimo Stilton),by Geronimo Stilton,4.1,20.0,0545021332,184.0
15043,ROAR: How to Match Your Food and Fitness to Your Unique Female Physiology for...,by Stacy Sims,4.6,108.0,1623366860,643.0
15044,Cristiano and Leo: The Race to Become the Greatest Football Player of All Time...,by Jimmy Burns,4.6,6.0,1509849130,389.0
15045,21 Popular Sports and Games : Rules and Regulations,by B.K. Chaturvedi,,,8172451229,271.0
15046,Cricket: 1 (Sports),by Pegasus,4.2,3.0,8131913473,86.0
15048,India At the Olympic Games,by Deeya Nayar,2.9,2.0,9350461897,91.0
15049,The Story of the World Cup: 2018,by Brian Glanville - Import,4.4,11.0,0571325564,450.0
15051,Dean Jones' Cricket Tips: The things They Don't Teach You at the Academy,by Dean Jones,4.9,11.0,9386224666,169.0
